,date,state,aggravated-assault,arson,burglary,homicide,larceny,motor-vehicle-theft,property-crime,rape,robbery,violent-crime,population
389,2002,Kentucky,0.00010240895832424957,8.944013827445376e-06,0.0003584313541348735,2.236003456861344e-06,0.0013664217124879675,0.00010956416938620588,0.0018433612498364922,2.0347631457438232e-05,2.571403975390546e-05,0.0001507066329924546,4472265
390,2003,Kentucky,0.00011068217111463655,9.391214518817645e-06,0.00035641895102369827,2.236003456861344e-06,0.0014118125826622528,0.00010866976800346134,0.0018862925162082302,2.7055641828022266e-05,2.4819638371160923e-05,0.00016479345477068107,4472265
391,2004,Kentucky,0.00011336537526287016,8.273212790386974e-06,0.00033920172440586593,4.02480622235042e-06,0.0014178497919957785,0.00010017295486738822,0.0018654976840594196,3.0409647013314283e-05,2.72792421737084e-05,0.00017507907067224325,4472265
392,2005,Kentucky,0.00010240895832424957,9.167614173131512e-06,0.00031460568638039114,2.01240311117521e-06,0.0013541236934752302,0.00010285615901562184,0.0017807531530443746,3.3987252544292436e-05,2.8844444593511343e-05,0.00016725305857322856,4472265
393,2006,Kentucky,8.004892375563613e-05,1.3192420395481932e-05,0.0004219338523097357,3.130404839605882e-06,0.001596953668890372,0.0001285701987695273,0.002160650140365117,4.0024461877818064e-05,3.980086153213193e-05,0.000163004652005192,4472265
394,2007,Kentucky,6.596210197740966e-05,1.2298019012737394e-05,0.0003351769181835155,2.4596038025474786e-06,0.001421874598218129,0.00010352696005268024,0.001872876495467062,2.817364355645294e-05,3.935366084075966e-05,0.00013594901017716974,4472265
395,2008,Kentucky,6.37260985205483e-05,1.006201555587605e-05,0.0003852633956172096,2.9068044939197477e-06,0.0015645316187658826,9.078174034857057e-05,0.002050638770287539,3.0856847704686554e-05,3.9577261186445794e-05,0.00013706701190560041,4472265
396,2009,Kentucky,0.00042372265507522477,0.0001077753666207168,0.003851739554789352,2.1018432494496638e-05,0.009044410382658451,0.0007414587462952218,0.013745384050363742,0.0003718473748760416,0.0002734632227741424,0.0010900516852199054,4472265
397,2010,Kentucky,0.00040896503225993985,9.279414345974578e-05,0.004087190718796851,2.3030835605671846e-05,0.009517548714130313,0.0007747751978024558,0.014472308774189365,0.000379226186283684,0.00031080448050372684,0.0011220265346530225,4472265
398,2011,Kentucky,0.0004532379007057945,9.167614173131511e-05,0.004845419491018533,2.01240311117521e-05,0.01138259919749836,0.0009015565938064941,0.0172212514240547,0.000420815850581305,0.0003774373835181949,0.0012716151659170464,4472265
399,2012,Kentucky,0.0005100323885100726,0.00010755176627503067,0.0048838787504765484,3.063324735900042e-05,0.01265220196030423,0.001016263571143481,0.01865989604819929,0.00039957381774112223,0.0004615111134961815,0.0014017505671063768,4472265
400,2013,Kentucky,0.000490802758781065,8.83221365460231e-05,0.00424348736043146,2.7950043210766804e-05,0.011989674136036214,0.000936438247733531,0.017257921880747228,0.0003689405703821218,0.0004098594336426844,0.0012975528060166382,4472265
401,2014,Kentucky,0.00068198105434271,8.18377265211252e-05,0.004788848603559941,3.130404839605882e-05,0.013134955106640594,0.0013500988872528798,0.01935574032397454,0.00036961137141918024,0.0005417836375975038,0.0016246801117554529,4472265
402,2015,Kentucky,0.0010585240364781605,7.915452237289159e-05,0.0049458160462316075,4.852127501389117e-05,0.015476050725974423,0.0018017715855388713,0.022302792880117793,0.00039845581601269153,0.0007466015542460029,0.002252102681750746,4472265
403,2016,Kentucky,0.00114416296887595,7.893092202720546e-05,0.004670564020691976,6.0372093335256296e-05,0.015570857272545343,0.0023164995813083527,0.022636851796572877,0.00043669147512502056,0.0007624771787897184,0.002403703716125945,4472265
404,2017,Kentucky,0.001190895441124352,7.40117144221105e-05,0.00446328650024093,6.014849298957016e-05,0.015237692757473003,0.002416896136521427,0.02219188710865747,0.0004603931117677508,0.0006716954384411478,0.0023831324843228206,4472265
405,2018,Kentucky,0.0011580261903084903,7.244651200230755e-05,0.0038318391240232856,5.590008642153361e-05,0.014319366137740049,0.0024222625448178945,0.020645914318583536,0.0004586043090022617,0.0005581064628325915,0.002230637048564877,4472265
406,2019,Kentucky,0.0012993416087821272,6.238449644643151e-05,0.003453060138430974,4.9639276742321845e-05,0.013909953904788736,0.0023706108649643974,0.01979600940463054,0.00038548699596289575,0.0004894611567069483,0.002223929038194293,4472265
407,1998,Nebraska,0.00011746144599697085,,,1.55235391185424e-06,,0.0002276785737386219,0.0002276785737386219,2.3802759981765016e-05,,0.0001428165598905901,1932549
408,1999,Nebraska,9.158888079940018e-05,,,2.587256519757067e-06,,0.00021474229113983655,0.00021474229113983655,3.10470782370848e-05,,0.00012522321555624204,1932549
409,2000,Nebraska,8.434456254408039e-05,,,3.10470782370848e-06,,0.00020387581375685688,0.00020387581375685688,1.655844172644523e-05,,0.00010400771209423409,1932549
410,2001,Nebraska,9.055397819149734e-05,,,1.55235391185424e-06,,0.00024113230764135864,0.00024113230764135864,3.259943214893905e-05,,0.00012470576425229062,1932549
411,2002,Nebraska,0.0001345373390273675,,,3.6221591276598936e-06,,0.0004165482996808878,0.0004165482996808878,6.726866951368374e-05,,0.00020542816766871112,1932549
412,2003,Nebraska,0.00018628246942250883,,,2.0698052158056537e-06,,0.00040671672490581094,0.00040671672490581094,9.728084514286572e-05,,0.0002856331197811802,1932549
413,2004,Nebraska,0.0002349228919939417,,,5.691964343465547e-06,,0.00039740260143468546,0.00039740260143468546,0.00012004870251672791,,0.0003606635588541351,1932549
414,2005,Nebraska,0.0001847301155106546,,,1.55235391185424e-06,,0.00037204748754106625,0.00037204748754106625,0.0001309151798997076,,0.0003171976493222164,1932549
415,2006,Nebraska,0.0001655844172644523,,,3.10470782370848e-06,,0.00038394886753194873,0.00038394886753194873,0.00012315341034043639,,0.00029184253542859713,1932549
416,2007,Nebraska,0.00018679992072646024,,,5.174513039514134e-06,,0.0003699776823252606,0.0003699776823252606,0.00010504261470213692,,0.0002970170484681113,1932549
417,2008,Nebraska,0.00021163758331612807,,,5.691964343465547e-06,,0.00034151786060793285,0.00034151786060793285,0.00014385146249849292,,0.0003611810101580865,1932549
418,2009,Nebraska,0.00020232345984500265,,,5.174513039514134e-07,,0.0003347909936565645,0.0003347909936565645,0.00012884537468390192,,0.000331686285832856,1932549
419,2010,Nebraska,0.00021525974244378796,,,4.657061735562721e-06,,0.00034151786060793285,0.00034151786060793285,0.00015368303727356978,,0.0003735998414529205,1932549
420,2011,Nebraska,0.0001774857972553348,,,5.174513039514134e-06,,0.0003389306040881758,0.0003389306040881758,0.00014126420597873585,,0.00032392451627358477,1932549
421,2012,Nebraska,0.0001697240276960636,,,1.55235391185424e-06,,0.0003741172927568719,0.0003741172927568719,0.00016506696596050086,,0.0003363433475684187,1932549
422,2013,Nebraska,0.0001930093363738772,,,2.0698052158056537e-06,,0.00034203531191188426,0.00034203531191188426,0.00013401988772341608,,0.0003290990293130989,1932549
423,2014,Nebraska,0.0003161627467143136,,,4.1396104316113075e-06,,0.0003508319840790583,0.0003508319840790583,0.00015264813466566696,,0.00047295049181159186,1932549
424,2015,Nebraska,0.0003399655066960786,,,3.10470782370848e-06,,0.00040257711447419964,0.00040257711447419964,0.0001661018685684037,,0.0005091720830881907,1932549
425,2016,Nebraska,0.0004206879101124991,,,2.0698052158056537e-06,,0.0005008928622249681,0.0005008928622249681,0.00017541599203952914,,0.0005981737073678339,1932549
426,2017,Nebraska,0.00046570617355627203,,,6.20941564741696e-06,,0.0006214590160456474,0.0006214590160456474,0.000239062502425553,,0.000710978091629242,1932549
427,2018,Nebraska,0.0004739853944194947,,,6.20941564741696e-06,,0.000650953740370878,0.000650953740370878,0.00025769074936780385,,0.0007378855594347155,1932549
428,2019,Nebraska,0.000495718349185454,4.501826344377296e-05,,6.726866951368374e-06,0.005068435522204094,0.0006576806073222464,0.005771134392970114,0.00023337053808208743,5.226258169909275e-05,0.0007880783359180026,1932549
429,1998,Ohio,0.00013963633328841255,2.8560033875278502e-05,0.0008656084518546236,2.821799754144283e-06,0.0023825395924158234,0.0004461008884051735,0.003722808966550899,4.036028739260914e-05,0.00018452860210434435,0.0003673470225395103,11694664
430,1999,Ohio,0.00018897507444420807,3.5058724218156245e-05,0.0011588190990352524,6.24216309250099e-06,0.0033876988684754003,0.0005326360808655981,0.005114212772594407,5.703455866709809e-05,0.00023591956126315386,0.000488171357466961,11694664
431,2000,Ohio,0.00021172049064428015,4.8312632154288484e-05,0.0013101701767575366,5.387072257911813e-06,0.003830464902625676,0.0006311425450102713,0.005820090256547773,6.53289397626131e-05,0.00028902070209114176,0.0005714572047559468,11694664
432,2001,Ohio,0.00029201352001220385,6.618403059720228e-05,0.0018682879644938922,1.0432108181987956e-05,0.005203398746642059,0.00089433950389682,0.008032210245629973,8.46539926243285e-05,0.0003831662029794101,0.0007702658237979304,11694664
433,2002,Ohio,0.00032784182598149034,7.311026635737462e-05,0.0022365755869514507,1.5306125939146263e-05,0.006064817253407195,0.0009706991154256335,0.009345202222141654,0.00011295749924923025,0.00043712243464198714,0.000893227885811854,11694664
434,2003,Ohio,0.0003276708078145725,7.020295751977141e-05,0.0024375219330799074,1.4622053271474922e-05,0.00711358616203082,0.0010369686551062946,0.010658279707736794,0.00012852015243875327,0.0004354977620562677,0.0009063107755810685,11694664
435,2004,Ohio,0.0007306751181564515,0.00012142289851166309,0.004664520502683959,2.898757929257309e-05,0.012700664166153041,0.002315842507317867,0.019802450074666533,0.0002510546690353823,0.001055353108049962,0.002066070474534369,11694664
436,2005,Ohio,0.0007532495161896058,0.00012663895260265706,0.004977141711809762,3.933417839110213e-05,0.013293071096356423,0.0024671080759566927,0.020863959836725534,0.00026533468597302154,0.0011520638814419978,0.0022099822619957273,11694664
437,2006,Ohio,0.0007942938762498863,0.0001653745674095468,0.005581776440947769,3.5315251468533e-05,0.014286088082564834,0.002287881037026801,0.022321120127948953,0.0002782465575753181,0.0012231219297963584,0.0023309776150900957,11694664
438,2007,Ohio,0.0008303787094695495,0.00017409649392235638,0.00557373858710263,3.522974238507408e-05,0.014435301433200647,0.00213234001421503,0.022315476528440664,0.00029192801092874494,0.0011764339702277893,0.002333970433011158,11694664
439,2008,Ohio,0.0008744158874508921,0.00017289936675393154,0.006053872090724453,3.343405163243681e-05,0.014973239077240698,0.0018634994558201928,0.023063509990539275,0.0002940657380152179,0.001228765529304647,0.0024306812064031937,11694664
440,2009,Ohio,0.0009128094659239461,0.00016289480398923816,0.006309458741183159,3.5315251468533e-05,0.015426266201406042,0.001519752940315344,0.023418372686893785,0.00028277853899864077,0.0011897733872473805,0.0024206766436385,11694664
441,2010,Ohio,0.0008746724147012689,0.0001504959868876951,0.006680397145227944,3.522974238507408e-05,0.015792758133110964,0.0014221015670052599,0.024045752832231863,0.0002531068870383963,0.0011213661204802464,0.002284375164604986,11694664
442,2011,Ohio,0.0008356802726440024,0.0001379261516192342,0.006873476655678179,3.420363338356707e-05,0.016067755345514842,0.0014168855129142659,0.02449604366572652,0.0002479763420308613,0.0010595430531394488,0.0021774033011978796,11694664
443,2012,Ohio,0.0008214857647898221,0.00014391178746135845,0.006399072260648104,3.2493451714388715e-05,0.015316985592745545,0.001335737392711753,0.023195707033566763,0.0002612302499669935,0.0010127695844874209,0.0021279790509586252,11694664
444,2013,Ohio,0.0008325164365560225,0.00010731389974094168,0.005720899719735428,3.343405163243681e-05,0.015123820573211851,0.0013310343931215126,0.022283068585809734,0.0002641375588045967,0.000972152769844435,0.002102240816837491,11694664
445,2014,Ohio,0.0008639837792689042,0.00011005019041162705,0.005064874031438612,3.2493451714388715e-05,0.014707476845850382,0.0012787028340446548,0.021161103901745276,0.00033006506215142224,0.0008731332511990083,0.0020996755443337236,11694664
446,2015,Ohio,0.0009110992842547678,0.0001088530632432022,0.0044750323737389975,3.6939924054252434e-05,0.01406359344740473,0.0012019156770985467,0.01984939456148548,0.0003538365873530013,0.0008444877082402709,0.0021463635039022924,11694664
447,2016,Ohio,0.0010475717814552004,0.00011141833574696973,0.004430653159423819,4.805610490391173e-05,0.01441768656200811,0.0014785375620881456,0.020438295619267043,0.00037820667613879287,0.0008393571632327359,0.002313191725730641,11694664
448,2017,Ohio,0.0012654489261085227,9.867748231159099e-05,0.004136758439575519,5.506784974754298e-05,0.01452192213474453,0.0015701177904726463,0.020327475847104287,0.000426861344626917,0.0008182364196183832,0.002565614540101366,11694664
449,2018,Ohio,0.0013685728807599773,8.815986504614413e-05,0.0035679520164067988,4.6431432318192296e-05,0.013432194375144082,0.001543353447350005,0.01863165970394703,0.00043472818030513747,0.0007424753716737822,0.0025922078650570893,11694664
450,2019,Ohio,0.0014119259860736486,7.678715694610807e-05,0.0031717029236581745,4.224148722870533e-05,0.01238325444835354,0.001454167473302354,0.017085912002260176,0.0004052275465118109,0.0006808233224999025,0.002540218342314067,11694664
451,1998,West Virginia,0.00021075084425124384,2.2738906879739468e-05,0.0006699658417250068,7.76450478820372e-06,0.0015035408914871634,0.00027231227507200194,0.0024685579151639114,6.211603830562976e-05,5.102388860819588e-05,0.00033165527595327323,1803077
452,1999,West Virginia,0.0022223121918808794,0.00023182592867636824,0.004439632916397913,3.826791645614691e-05,0.012328924388697765,0.0016161262109161173,0.018616509444688165,0.0002639931627989265,0.0002761945274661038,0.0028007677986020565,1803077
453,2000,West Virginia,0.0024336176436169947,0.0002473549382527757,0.005179479301216754,3.272184160742997e-05,0.015188480580696221,0.001821330980318644,0.022436645800484396,0.0002928327520122546,0.0003843429870160842,0.0031435152242527634,1803077
454,2001,West Virginia,0.0020442831892370653,0.000226834461312523,0.004757423005229394,2.2184299394867774e-05,0.014416466961754823,0.0017575511195583994,0.02115827554785514,0.00028118599482994904,0.00033941978074147693,0.002687073264203359,1803077
455,2002,West Virginia,0.0016677047070091848,0.0002961603969214848,0.004818984436050152,4.2150168850248766e-05,0.013821373130487494,0.0019078497479586285,0.02084436771141776,0.00028063138734507734,0.00032721841607429963,0.0023177046792788106,1803077
456,2003,West Virginia,0.001727047707890456,0.0003233361636801978,0.005015870093179603,3.604948651666013e-05,0.01395115128194747,0.0016915528288586677,0.02098191036766594,0.000273976097526617,0.0003421928181658354,0.002379266110099569,1803077
457,2004,West Virginia,0.002017662029963224,0.00032000851877096763,0.005549402493626173,3.660409400153182e-05,0.016238352549558337,0.001932252477292983,0.024040016039248463,0.00032111773374071103,0.000393771314258903,0.00276915517196437,1803077
458,2005,West Virginia,0.0019255971874745227,0.0002545648355561077,0.005762371767816904,4.325938381999216e-05,0.017282678443571738,0.00200656988026579,0.02530618492721054,0.0003344283133776317,0.0004270477633512046,0.0027303326480233514,1803077
459,2006,West Virginia,0.001961092066506311,0.0002562286580107228,0.00585610043276022,4.159556136537707e-05,0.01711962384301946,0.002081441890723469,0.025313394824513873,0.0003815699495917257,0.00044923206274607243,0.0028334896402094864,1803077
460,2007,West Virginia,0.0019206057201106774,0.0002567832654955945,0.005415187482287223,3.3831056577173354e-05,0.016420263804596255,0.0018080204006817235,0.023900254953060796,0.0003726962298337786,0.0004475682402914573,0.0027747012468130865,1803077
461,2008,West Virginia,0.0018973122057460664,0.0002063139843722703,0.005559940035838736,3.5494879031788436e-05,0.016730843996124404,0.0016471842300689321,0.02414428224640434,0.00041817404359325753,0.0004647610723224798,0.002815742200693592,1803077
462,2009,West Virginia,0.0020703497410260348,0.0002057593768873986,0.005933190873157386,4.270477633512047e-05,0.015985451536456845,0.0014264504510899977,0.023550852237591628,0.00042039247353274433,0.0004708617546560685,0.0030043087455499684,1803077
463,2010,West Virginia,0.002066467488631933,0.00016860067540099507,0.0051212455153052255,3.161262663768658e-05,0.013458105227896535,0.0011452644562600488,0.019893215874862803,0.00034940271546916743,0.0003743600522883937,0.0028218428830271806,1803077
464,2011,West Virginia,0.0021158275547855138,0.00014475255355151222,0.005092405926091897,4.658702872922232e-05,0.013329990898891173,0.0010365613892251966,0.01960371076775978,0.0003438566406204505,0.00039931738910761993,0.0029055886132428065,1803077
465,2012,West Virginia,0.002353199558310599,0.0001957764421597081,0.005748506580695111,3.826791645614691e-05,0.015913352563423525,0.001166894148170045,0.02302452973444839,0.00041761943610838583,0.0004325938381999216,0.0032416807490750535,1803077
466,2013,West Virginia,0.0020098975251750203,0.00012034982421715767,0.004463481038247396,3.2167234122558273e-05,0.013146970428883515,0.0009711177060103367,0.018701918997358406,0.0003327644909230166,0.00029893343434584323,0.0026737626845664384,1803077
467,2014,West Virginia,0.0021075084425124383,0.00010593002961049362,0.0038755971042833998,4.0486346395633685e-05,0.012352217903062375,0.000901791770401375,0.017235536807357645,0.0002861774621937943,0.0002578924804653379,0.0026920647315672045,1803077
468,2015,West Virginia,0.002282209800247022,0.00011979521673228598,0.003998719965924916,3.93771314258903e-05,0.012435963633278002,0.0010304607068916082,0.01758493952282681,0.0003455204630750656,0.0003249999861348129,0.002992107380882791,1803077
469,2016,West Virginia,0.00257947941213825,0.00013310579636920664,0.004528370113977384,4.7141636214094016e-05,0.013163054045944794,0.0012927900472359194,0.019117320003527304,0.000353839575348141,0.0003721416223489069,0.0033526022460493923,1803077
470,2017,West Virginia,0.0025445391405913335,0.00012367746912638784,0.003777986186945982,5.324231854768265e-05,0.011756569464310177,0.0016155716034312456,0.01727380472381379,0.00042982080077556313,0.0002845136397391792,0.0033121158996537586,1803077
471,2018,West Virginia,0.00203596407696399,0.0001087030670348521,0.0027314418629930948,4.2150168850248766e-05,0.009399487653605475,0.0011130972221374904,0.013352729805770912,0.0003638225100758315,0.00017525596521945542,0.0026171927211095253,1803077
472,2019,West Virginia,0.001745349754891222,8.651876763998432e-05,0.002375383857705467,4.0486346395633685e-05,0.007835494546267297,0.0009749999584044387,0.011272397130017188,0.0003327644909230166,0.0001170221793079275,0.0022356227715177998,1803077
473,1999,Arkansas,,,3.3108997800569276e-07,,3.9730797360683135e-06,1.9865398680341568e-06,6.290709582108163e-06,,3.3108997800569276e-07,3.3108997800569276e-07,3020327
474,2000,Arkansas,8.939429406153705e-06,6.621799560113855e-07,5.529202632695069e-05,,0.00040392977316694515,3.3108997800569276e-05,0.0004929929772504765,4.635259692079698e-06,2.648719824045542e-06,1.6223408922278946e-05,3020327
475,2001,Arkansas,0.00011025296267589569,1.655449890028464e-06,0.0002383847841640988,3.3108997800569276e-07,0.0010339940013117785,9.502282368763382e-05,0.0013690570590535395,5.95961960410247e-06,2.4831748350426955e-05,0.0001413754206084308,3020327
476,2002,Arkansas,0.0001145571323899697,4.966349670085391e-06,0.00035525954640010834,9.932699340170784e-07,0.0009442686172722358,0.00010296898315977045,0.0014074634965021999,8.277249450142319e-06,3.178463788854651e-05,0.0001556122896626756,3020327
477,2003,Arkansas,0.0007810412581154292,7.416415507327517e-05,0.00259740087745466,1.4236869054244789e-05,0.004903111484286304,0.00036287461589423926,0.007937551132708479,0.00012283438184011202,0.00012051675199407217,0.0010386292610038582,3020327
478,2004,Arkansas,0.001615388002689775,0.00011091514263190708,0.005029256765906473,2.4831748350426955e-05,0.0128009318196341,0.0010330007313777614,0.01897410445955024,0.0002509662033283151,0.0002900348207329869,0.002181220775101504,3020327
479,2005,Arkansas,0.0018891994145004828,0.0001413754206084308,0.005947700364894265,3.5095537668603435e-05,0.015570830575629725,0.0013326371614729134,0.022992543522605335,0.0003055960496992544,0.0003731384052124157,0.0026030294070807565,3020327
480,2006,Arkansas,0.002067988002623557,0.00013541580100432833,0.006698943524989181,3.542662764660913e-05,0.01596151674967644,0.001326677541868811,0.024122553617538765,0.00033506305774176105,0.00041816664222118995,0.002856644330233117,3020327
481,2007,Arkansas,0.0021547335768610483,0.00014402414043247636,0.007239613459072478,3.6750987558631895e-05,0.017338188878224112,0.0014068013165461886,0.026128627794275255,0.00034102267734586355,0.000478425018218226,0.0030109322599837698,3020327
482,2008,Arkansas,0.002450396927220132,0.00016686934891486916,0.008612974687840091,3.377117775658066e-05,0.019930292316030683,0.0015763193852851032,0.030286455738070744,0.0004665057790100211,0.0005201423554469433,0.003470816239433677,3020327
483,2009,Arkansas,0.0034274434523149317,0.00020362033647350106,0.010866041988168831,5.727856619498485e-05,0.025510482805338627,0.0019938238475502817,0.038573968977531244,0.0005423253839733248,0.0008436172639585052,0.004870664666441746,3020327
484,2010,Arkansas,0.0034890261882239903,0.0002109043159896263,0.010236308850002002,4.370387709675144e-05,0.024666534451402117,0.0018464888073377486,0.036960236424731494,0.0005416632040173133,0.000774750548533321,0.004849143817871376,3020327
485,2011,Arkansas,0.003413868763216698,0.00020362033647350106,0.010881934307113103,5.2643306502905146e-05,0.026879539864392166,0.0019418427210033881,0.03990693722898216,0.0005340481345231824,0.0007773992683573666,0.004777959472600153,3020327
486,2012,Arkansas,0.0033622187266478098,0.0001877280175292278,0.010564419018205644,5.727856619498485e-05,0.027110309579062134,0.0019693231891778607,0.03983177980397487,0.0005287506948750913,0.0007671354790391901,0.004715383466757077,3020327
487,2013,Arkansas,0.0031890586681508327,0.00017216678856296023,0.00958008851359472,5.2643306502905146e-05,0.02609916078623275,0.0019345587414872627,0.037785974829877694,0.0004890198975144082,0.0007462768104248314,0.004476998682592977,3020327
488,2014,Arkansas,0.0033003049007607455,0.00015495010970666422,0.007718038477290704,5.4629846370939305e-05,0.02409904622910036,0.00188787505458846,0.03385990987068619,0.0005863603510480818,0.0006522472566712148,0.004593542354850981,3020327
489,2015,Arkansas,0.003677085295731224,0.00016223408922278945,0.007131347036264616,5.9265106063019007e-05,0.02305346407855838,0.001972965178935923,0.03232001038298171,0.0006409901974190212,0.0006860184344277954,0.0050633590336410595,3020327
490,2016,Arkansas,0.003915138989917317,0.00018077512799110823,0.007591562105692529,7.052216531521256e-05,0.02279223408591189,0.0024123215797494774,0.032976892899345,0.0007293912215465411,0.0006985998535920117,0.005413652230371082,3020327
491,2017,Arkansas,0.004029365032329281,0.0001787885881230741,0.006863826334036017,8.27724945014232e-05,0.021462245644263023,0.0024070241401013865,0.0309118847065235,0.0006995931235260288,0.0006181449889366284,0.005429875639293361,3020327
492,2018,Arkansas,0.004143591074741245,0.00017514659836501148,0.006203964007870671,7.515742500729226e-05,0.021133804386081374,0.0024381465980339214,0.029951061590350977,0.0007581960496330364,0.000524777615139023,0.0055017221645205965,3020327
493,2019,Arkansas,0.00421311997012244,0.0001410443306304251,0.005695740891631933,7.648178491931503e-05,0.01968594791226248,0.0023656378928506748,0.027888371027375514,0.000727404681678507,0.0004916686173384538,0.005508675054058716,3020327
494,2000,Kansas,0.0013020320265614534,0.00026965768550101676,0.003356158868465641,1.610408032852324e-05,0.014584471897523228,0.0010776028219830977,0.019287891273472982,0.00024978456509560515,0.000150076323061557,0.0017179969950471387,2918515
495,2001,Kansas,0.0013770701880922319,0.0002538962451794834,0.0035411844722401634,1.5761440321533382e-05,0.015189916789874303,0.0012280217850516445,0.020213019292345594,0.0002888455258924487,0.00019324896394227887,0.0018749261182484929,2918515
496,2002,Kansas,0.0014425144294272943,0.00024635816502570655,0.003722441035937797,1.3362960272604389e-05,0.014881540783583431,0.0012420700253382285,0.020092410009885164,0.000307348086269901,0.00019359160394926873,0.0019568170799190683,2918515
497,2003,Kansas,0.0017878955564730693,0.00027993688571071245,0.005099511224030029,2.5355360517249355e-05,0.018996647267531603,0.001505217550706438,0.025881312927978784,0.0003563456072694504,0.0003234521665984242,0.0024930486908581934,2918515
498,2004,Kansas,0.0019139870790453365,0.0002720561655499458,0.004960742021199137,2.569800052423921e-05,0.019539389038603538,0.0016258268331668674,0.026398014058519485,0.0003734776076189432,0.0003721070475909838,0.0026852697347795025,2918515
499,2005,Kansas,0.001936258679499677,0.00024909928508162543,0.004439243930560576,1.6789360342502952e-05,0.017087114508577136,0.0016073242727894152,0.02338278199700875,0.0003457237670527648,0.0003148861664236778,0.0026136579733186224,2918515
500,2006,Kansas,0.002313162687188519,0.0002648607254031588,0.004756185937026193,2.295688046832036e-05,0.01855566957853566,0.0017241645151729562,0.025300880756137966,0.0004077416083179288,0.00033955624692694745,0.0030834174229017156,2918515
501,2007,Kansas,0.0023559926880622507,0.00026280488536121967,0.004988153221758326,2.3642160482300075e-05,0.018202750371336108,0.0018262712372559332,0.025279979715711585,0.000443033529037884,0.00037073648756302433,0.003193404865145459,2918515
502,2008,Kansas,0.0022929469267761174,0.0002720561655499458,0.00490660490009474,2.569800052423921e-05,0.017054563707913098,0.0015977303525936991,0.023830955126151486,0.0004231604086324723,0.0003351019268360793,0.003076907262768908,2918515
503,2009,Kansas,0.0022518301259373346,0.00027068560552198634,0.0046749802553695975,2.6040640531229068e-05,0.015730602720904294,0.001288326426281859,0.02196459500807774,0.00041288120842277663,0.0003440105670178156,0.003034762541909156,2918515
504,2010,Kansas,0.0021963224448049777,0.0002257997646063152,0.004851097218962383,1.95304803984218e-05,0.015827912482889415,0.00133389754721151,0.022238707013669624,0.00041253856841578677,0.00032173896656347494,0.0029501304601826615,2918515
505,2011,Kansas,0.002103124362903737,0.0002326525647461123,0.00469211225571909,2.158632044036094e-05,0.01609894072841839,0.001519265790993022,0.022542971339876615,0.0003981476881222128,0.00029569832603224585,0.0028185566974985566,2918515
506,2012,Kansas,0.002157946764022114,0.00023607896481601088,0.0047990159378999255,1.781728036347252e-05,0.01695793922594196,0.0015819689122721658,0.023575003040930062,0.0004180208085276245,0.0003083760062908705,0.0029021608592040816,2918515
507,2013,Kansas,0.002038365401582654,0.00016652304339707008,0.004450208410784252,2.5355360517249355e-05,0.01581729064267273,0.0016162329129711514,0.0220502550098252,0.0003662821674721562,0.00029329984598331683,0.002723302775555377,2918515
508,2014,Kansas,0.0019766902003244802,0.0001781728036347252,0.003907809279719309,1.781728036347252e-05,0.01386218676278861,0.001583682112307115,0.01953185095844976,0.00033955624692694745,0.0002771957656547936,0.0026112594932696936,2918515
509,2015,Kansas,0.002117857883204301,0.0001836550437465629,0.003713189755749071,2.569800052423921e-05,0.013515777715721865,0.0015823115522791557,0.018994934067496656,0.00038615528787756787,0.0003734776076189432,0.002903188779225051,2918515
510,2016,Kansas,0.002212769165140491,0.00017406112355084692,0.003586755593169814,2.6040640531229068e-05,0.01417296124912841,0.0017094309948723922,0.019643208960721463,0.0003803304077587403,0.00034983544713664314,0.0029689756605671036,2918515
511,2017,Kansas,0.0023326931675869407,0.00018536824378151217,0.0035593443926106257,3.289344067102619e-05,0.01479245438176607,0.0019287205993459003,0.02046588761750411,0.00041596496848568537,0.0003457237670527648,0.0031272753437964172,2918515
512,2018,Kansas,0.002591729012871272,0.00019975912407508613,0.003296882147256396,3.1865520650056624e-05,0.013851222282564935,0.00204830196178536,0.019396165515681775,0.0004317264088072187,0.0003111171263467894,0.0033664380686753365,2918515
513,2019,Kansas,0.0026157138133605616,0.00013945448284487146,0.0027657901364221186,2.569800052423921e-05,0.013261881470542383,0.0018852053184581885,0.01805233140826756,0.0004077416083179288,0.00027068560552198634,0.003319839027724716,2918515
514,2000,South Dakota,0.00018341516763690631,2.3923717517857346e-05,0.0007689766345025576,3.417673931122478e-06,0.0023730049328427073,0.00016176989940646397,0.003327675184269586,4.5568985748299706e-05,1.708836965561239e-05,0.00024949019697194087,877790
515,2001,South Dakota,0.0001891112908554438,2.164526823044236e-05,0.0010093530343248385,4.556898574829971e-06,0.003235397988129279,0.0002050604358673487,0.0044714567265519084,7.291037719727953e-05,4.1012087173469736e-05,0.00030759065380102303,877790
516,2002,South Dakota,0.0002859453855705807,3.6455188598639766e-05,0.0011779582815935475,5.696123218537463e-06,0.0037514667517287736,0.0002802492623520432,0.005246129484273004,0.0001082263411522118,2.5062942161564838e-05,0.0004249307921028948,877790
517,2003,South Dakota,0.00031442600166326797,3.531596395493227e-05,0.0013579557752993313,4.556898574829971e-06,0.004048804383736429,0.00034746351633078526,0.0057895396393214775,0.0001105047904396268,2.3923717517857346e-05,0.00045341140819558207,877790
